,mass,abundance
44093,92.9171044,0.0
44094,93.9113429,0.0
44095,94.910406,0.0
44096,95.90759025,0.0554
44097,96.9075471,0.0
44098,97.9052868,0.0187
44099,98.9059341,0.1276
44100,99.9042143,0.126
44101,100.9055769,0.1706
44102,101.9043441,0.3155
44103,102.9063186,0.0
44104,103.9054275,0.1862
44105,104.9077476,0.0
44106,105.9073291,0.0
44107,106.909972,0.0
44108,107.910188,0.0
44109,108.913326,0.0
44110,109.9140407,0.0
44111,110.91757,0.0
44112,111.918809,0.0
44113,112.922844,0.0
44114,113.9246136,0.0
44115,114.92882,0.0
44116,115.9312192,0.0
44117,116.9361,0.0
44118,117.93853,0.0
44119,118.94357,0.0
44120,119.94631,0.0
44121,120.95164,0.0
44122,121.95447,0.0
44123,122.95989,0.0
44124,123.96305,0.0
45089,88.95058,0.0
45090,89.94422,0.0
45091,90.93688,0.0
45092,91.9323677,0.0
45093,92.9259128,0.0
45094,93.9217305,0.0
45095,94.9158979,0.0
45096,95.914453,0.0
45097,96.911329,0.0
45098,97.910708,0.0
45099,98.9081282,0.0
45100,99.908117,0.0
45101,100.9061606,0.0
45102,101.9068374,0.0
45103,102.905498,1.0
45104,103.9066492,0.0
45105,104.9056885,0.0
45106,105.9072868,0.0
45107,106.906748,0.0
45108,107.908714,0.0
45109,108.9087488,0.0
45110,109.911079,0.0
45111,110.9116423,0.0
45112,111.914403,0.0
45113,112.9154393,0.0
45114,113.918718,0.0
45115,114.9203116,0.0
45116,115.924059,0.0
45117,116.9260354,0.0
45118,117.93034,0.0
45119,118.932557,0.0
45120,119.93686,0.0
45121,120.93942,0.0
45122,121.94399,0.0
45123,122.94685,0.0
45124,123.95151,0.0
45125,124.95469,0.0
45126,125.95946,0.0
46091,90.95032,0.0
46092,91.94088,0.0
46093,92.93651,0.0
46094,93.9290376,0.0
46095,94.9248898,0.0
46096,95.9182151,0.0
46097,96.916472,0.0
46098,97.9126983,0.0
46099,98.9117748,0.0
46100,99.908505,0.0
46101,100.9082864,0.0
46102,101.9056022,0.0102
46103,102.9060809,0.0
46104,103.9040305,0.1114
46105,104.9050796,0.2233
46106,105.9034804,0.2733
46107,106.9051282,0.0
46108,107.9038916,0.2646
46109,108.9059504,0.0
46110,109.9051722,0.1172
46111,110.90768968,0.0
46112,111.9073297,0.0
46113,112.910261,0.0
46114,113.9103686,0.0
46115,114.913659,0.0
46116,115.914297,0.0
46117,116.9179547,0.0
46118,117.9190667,0.0
46119,118.9233402,0.0
46120,119.9245511,0.0
46121,120.9289503,0.0
46122,121.930632,0.0
46123,122.93514,0.0
46124,123.93714,0.0
46125,124.94179,0.0
46126,125.94416,0.0
46127,126.94907,0.0
46128,127.95183,0.0
47093,92.95033,0.0
47094,93.94373,0.0
47095,94.93602,0.0
47096,95.930744,0.0
47097,96.92397,0.0
47098,97.92156,0.0
47099,98.9176458,0.0
47100,99.9161154,0.0
47101,100.912684,0.0
47102,101.9117047,0.0
47103,102.9089631,0.0
47104,103.9086239,0.0
47105,104.9065256,0.0
47106,105.9066636,0.0
47107,106.9050916,0.51839
47108,107.9059503,0.0
47109,108.9047553,0.48161
47110,109.9061102,0.0
47111,110.9052959,0.0
47112,111.9070486,0.0
47113,112.906573,0.0
47114,113.908823,0.0
47115,114.908767,0.0
47116,115.9113868,0.0
47117,116.911774,0.0
47118,117.9145955,0.0
47119,118.91557,0.0
47120,119.9187848,0.0
47121,120.920125,0.0
47122,121.923664,0.0
47123,122.925337,0.0
47124,123.92893,0.0
47125,124.93105,0.0
47126,125.93475,0.0
47127,126.93711,0.0
47128,127.94106,0.0
47129,128.94395,0.0
47130,129.9507,0.0
48095,94.94994,0.0
48096,95.94034,0.0
48097,96.9351,0.0
48098,97.927389,0.0
48099,98.9249258,0.0
48100,99.9203488,0.0
48101,100.9185862,0.0
48102,101.914482,0.0
48103,102.9134165,0.0
48104,103.9098564,0.0
48105,104.9094639,0.0
48106,105.9064599,0.0125
48107,106.9066121,0.0
48108,107.9041834,0.0089
48109,108.9049867,0.0
48110,109.90300661,0.1249
48111,110.90418287,0.128
48112,111.90276287,0.2413
48113,112.90440813,0.1222
48114,113.90336509,0.2873
48115,114.90543751,0.0
48116,115.90476315,0.0749
48117,116.907226,0.0
48118,117.906922,0.0
48119,118.909847,0.0
48120,119.9098681,0.0
48121,120.9129637,0.0
48122,121.9134591,0.0
48123,122.9168925,0.0
48124,123.9176574,0.0
48125,124.9212576,0.0
48126,125.9224291,0.0
48127,126.926472,0.0
48128,127.9278129,0.0
48129,128.93182,0.0
48130,129.93394,0.0
48131,130.9406,0.0
48132,131.94604,0.0
48133,132.95285,0.0
49097,96.94934,0.0
49098,97.94214,0.0
49099,98.93411,0.0
49100,99.93096,0.0
49101,100.92634,0.0
49102,101.9241071,0.0
49103,102.9198819,0.0
49104,103.9182145,0.0
49105,104.914502,0.0
49106,105.913464,0.0
49107,106.91029,0.0
49108,107.9096935,0.0
49109,108.9071514,0.0
49110,109.90717,0.0
49111,110.9051085,0.0
49112,111.9055377,0.0
49113,112.90406184,0.0429
49114,113.90491791,0.0
49115,114.903878776,0.9571
49116,115.90525999,0.0
49117,116.9045157,0.0
49118,117.9063566,0.0
49119,118.9058507,0.0
49120,119.907967,0.0
49121,120.907851,0.0
49122,121.910281,0.0
49123,122.910434,0.0
49124,123.913182,0.0
49125,124.913605,0.0
49126,125.916507,0.0
49127,126.917446,0.0
49128,127.9204,0.0
49129,128.9218053,0.0
49130,129.924977,0.0
49131,130.9269715,0.0
49132,131.933001,0.0
49133,132.93831,0.0
49134,133.94454,0.0
49135,134.95005,0.0
50099,98.94853,0.0
50100,99.9385,0.0
50101,100.93526,0.0
50102,101.93029,0.0
50103,102.928105,0.0
50104,103.9231052,0.0
50105,104.9212684,0.0
50106,105.9169574,0.0
50107,106.9157137,0.0
50108,107.9118943,0.0
50109,108.9112921,0.0
50110,109.907845,0.0
50111,110.9077401,0.0
50112,111.90482387,0.0097
50113,112.9051757,0.0
50114,113.9027827,0.0066
50115,114.903344699,0.0034
50116,115.9017428,0.1454
50117,116.90295398,0.0768
50118,117.90160657,0.2422
50119,118.90331117,0.0859
50120,119.90220163,0.3258
50121,120.9042426,0.0
50122,121.9034438,0.0463
50123,122.9057252,0.0
50124,123.9052766,0.0579
50125,124.9077864,0.0
50126,125.907659,0.0
50127,126.91039,0.0
50128,127.910507,0.0
50129,128.913465,0.0
50130,129.9139738,0.0
50131,130.917045,0.0
50132,131.9178267,0.0
50133,132.9239134,0.0
50134,133.9286821,0.0
50135,134.9349086,0.0
50136,135.93999,0.0
50137,136.94655,0.0
50138,137.95184,0.0
51103,102.93969,0.0
51104,103.93648,0.0
51105,104.931276,0.0
51106,105.928638,0.0
51107,106.9241506,0.0
51108,107.9222267,0.0
51109,108.9181411,0.0
51110,109.9168543,0.0
51111,110.9132182,0.0
51112,111.9124,0.0
51113,112.909375,0.0
51114,113.90929,0.0
51115,114.906598,0.0
51116,115.9067931,0.0
51117,116.9048415,0.0
51118,117.9055321,0.0
51119,118.9039455,0.0
51120,119.9050794,0.0
51121,120.903812,0.5721
51122,121.9051699,0.0
51123,122.9042132,0.4279
51124,123.905935,0.0
51125,124.905253,0.0
51126,125.907253,0.0
51127,126.9069243,0.0
51128,127.909146,0.0
51129,128.909147,0.0
51130,129.911662,0.0
51131,130.9119888,0.0
51132,131.9145077,0.0
51133,132.9152732,0.0
51134,133.9205357,0.0
51135,134.9251851,0.0
51136,135.9307459,0.0
51137,136.93555,0.0
51138,137.94145,0.0
51139,138.94655,0.0
51140,139.95283,0.0
52105,104.9433,0.0
52106,105.9375,0.0
52107,106.935012,0.0
52108,107.9293805,0.0
52109,108.9273045,0.0
52110,109.9224581,0.0
52111,110.9210006,0.0
52112,111.9167279,0.0
52113,112.915891,0.0
52114,113.912089,0.0
52115,114.911902,0.0
52116,115.90846,0.0
52117,116.908646,0.0
52118,117.905854,0.0
52119,118.9064071,0.0
52120,119.9040593,0.0009
52121,120.904944,0.0
52122,121.9030435,0.0255
52123,122.9042698,0.0089
52124,123.9028171,0.0474
52125,124.9044299,0.0707
52126,125.9033109,0.1884
52127,126.9052257,0.0
52128,127.90446128,0.3174
52129,128.90659646,0.0
52130,129.906222748,0.3408
52131,130.908522213,0.0
52132,131.9085467,0.0
52133,132.9109688,0.0
52134,133.911394,0.0
52135,134.9165557,0.0
52136,135.9201006,0.0
52137,136.9255989,0.0
52138,137.9294722,0.0
52139,138.9353672,0.0
52140,139.939499,0.0
52141,140.9458,0.0
52142,141.95022,0.0
52143,142.95676,0.0
53107,106.94678,0.0
53108,107.94348,0.0
53109,108.9380853,0.0
53110,109.935089,0.0
53111,110.9302692,0.0
53112,111.928005,0.0
53113,112.9236501,0.0
53114,113.92185,0.0
53115,114.918048,0.0
53116,115.91681,0.0
53117,116.913648,0.0
53118,117.913074,0.0
53119,118.910074,0.0
53120,119.910087,0.0
53121,120.9074051,0.0
53122,121.9075888,0.0
53123,122.9055885,0.0
53124,123.906209,0.0
53125,124.9046294,0.0
53126,125.9056233,0.0
53127,126.9044719,1.0
53128,127.9058086,0.0
53129,128.9049837,0.0
53130,129.9066702,0.0
53131,130.9061263,0.0
53132,131.9079935,0.0
53133,132.907797,0.0
53134,133.9097588,0.0
53135,134.9100488,0.0
53136,135.914604,0.0
53137,136.9180282,0.0
53138,137.9227264,0.0
53139,138.926506,0.0
53140,139.93173,0.0
53141,140.93569,0.0
53142,141.9412,0.0
53143,142.94565,0.0
53144,143.95139,0.0
53145,144.95605,0.0
54109,108.95043,0.0
54110,109.94426,0.0
54111,110.941607,0.0
54112,111.935559,0.0
54113,112.9332217,0.0
54114,113.92798,0.0
54115,114.926294,0.0
54116,115.921581,0.0
54117,116.920359,0.0
54118,117.916179,0.0
54119,118.915411,0.0
54120,119.911784,0.0
54121,120.911453,0.0
54122,121.908368,0.0
54123,122.908482,0.0
54124,123.905892,0.000952
54125,124.9063944,0.0
54126,125.9042983,0.00089
54127,126.9051829,0.0
54128,127.903531,0.019102
54129,128.9047808611,0.264006
54130,129.903509349,0.04071
54131,130.90508406,0.212324
54132,131.9041550856,0.269086
54133,132.9059108,0.0
54134,133.90539466,0.104357
54135,134.9072278,0.0
54136,135.907214484,0.088573
54137,136.91155778,0.0
54138,137.9141463,0.0
54139,138.9187922,0.0
54140,139.9216458,0.0
54141,140.9267872,0.0
54142,141.9299731,0.0
54143,142.9353696,0.0
54144,143.9389451,0.0
54145,144.94472,0.0
54146,145.948518,0.0
54147,146.95426,0.0
54148,147.95813,0.0
55112,111.950309,0.0
55113,112.9444291,0.0
55114,113.941296,0.0
55115,114.93591,0.0
55116,115.93337,0.0
55117,116.928617,0.0
55118,117.92656,0.0
55119,118.922377,0.0
55120,119.920677,0.0
55121,120.917227,0.0
55122,121.916108,0.0
55123,122.912996,0.0
55124,123.9122578,0.0
55125,124.909728,0.0
55126,125.909446,0.0
55127,126.9074174,0.0
55128,127.9077487,0.0
55129,128.9060657,0.0
55130,129.9067093,0.0
55131,130.9054649,0.0
55132,131.9064339,0.0
55133,132.905451961,1.0
55134,133.906718503,0.0
55135,134.905977,0.0
55136,135.9073114,0.0
55137,136.90708923,0.0
55138,137.9110171,0.0
55139,138.9133638,0.0
55140,139.9172831,0.0
55141,140.9200455,0.0
55142,141.924296,0.0
55143,142.927349,0.0
55144,143.932076,0.0
55145,144.935527,0.0
55146,145.940344,0.0
55147,146.944156,0.0
55148,147.94923,0.0
55149,148.95302,0.0
55150,149.95833,0.0
55151,150.96258,0.0
56114,113.95066,0.0
56115,114.94737,0.0
56116,115.94128,0.0
56117,116.93814,0.0
56118,117.93306,0.0
56119,118.93066,0.0
56120,119.92605,0.0
56121,120.92405,0.0
56122,121.919904,0.0
56123,122.918781,0.0
56124,123.915094,0.0
56125,124.914472,0.0
56126,125.91125,0.0
56127,126.911091,0.0
56128,127.908342,0.0
56129,128.908681,0.0
56130,129.9063207,0.00106
56131,130.906941,0.0
56132,131.9050611,0.00101
56133,132.9060074,0.0
56134,133.90450818,0.02417
56135,134.90568838,0.06592
56136,135.90457573,0.07854
56137,136.90582714,0.11232
56138,137.905247,0.71698
56139,138.9088411,0.0
56140,139.9106057,0.0
56141,140.9144033,0.0
56142,141.9164324,0.0
56143,142.9206253,0.0
56144,143.9229549,0.0
56145,144.9275184,0.0
56146,145.930284,0.0
56147,146.935304,0.0
56148,147.938171,0.0
56149,148.94308,0.0
56150,149.94605,0.0
56151,150.95127,0.0
56152,151.95481,0.0
56153,152.96036,0.0
57116,115.9563,0.0
57117,116.94999,0.0
57118,117.94673,0.0
57119,118.94099,0.0
57120,119.93807,0.0
57121,120.93315,0.0
57122,121.93071,0.0
57123,122.9263,0.0
57124,123.924574,0.0
57125,124.920816,0.0
57126,125.919513,0.0
57127,126.916375,0.0
57128,127.915592,0.0
57129,128.912694,0.0
57130,129.912369,0.0
57131,130.91007,0.0
57132,131.910119,0.0
57133,132.908218,0.0
57134,133.908514,0.0
57135,134.906984,0.0
57136,135.907635,0.0
57137,136.9064504,0.0
57138,137.9071149,0.0008881
57139,138.9063563,0.9991119
57140,139.9094806,0.0
57141,140.910966,0.0
57142,141.9140909,0.0
57143,142.9160795,0.0
57144,143.919646,0.0
57145,144.921808,0.0
57146,145.925875,0.0
57147,146.928418,0.0
57148,147.932679,0.0
57149,148.93535,0.0
57150,149.93947,0.0
57151,150.94232,0.0
57152,151.94682,0.0
57153,152.95036,0.0
57154,153.95517,0.0
57155,154.95901,0.0
58119,118.95271,0.0
58120,119.94654,0.0
58121,120.94335,0.0
58122,121.93787,0.0
58123,122.93528,0.0
58124,123.93031,0.0
58125,124.92844,0.0
58126,125.923971,0.0
58127,126.922727,0.0
58128,127.918911,0.0
58129,128.918102,0.0
58130,129.914736,0.0
58131,130.914429,0.0
58132,131.911464,0.0
58133,132.91152,0.0
58134,133.908928,0.0
58135,134.909161,0.0
58136,135.90712921,0.00185
58137,136.90776236,0.0
58138,137.905991,0.00251
58139,138.9066551,0.0
58140,139.9054431,0.8845
58141,140.9082807,0.0
58142,141.9092504,0.11114
58143,142.9123921,0.0
58144,143.9136529,0.0
58145,144.917265,0.0
58146,145.918802,0.0
58147,146.9226899,0.0
58148,147.924424,0.0
58149,148.928427,0.0
58150,149.930384,0.0
58151,150.934272,0.0
58152,151.9366,0.0
58153,152.94093,0.0
58154,153.9438,0.0
58155,154.94855,0.0
58156,155.95183,0.0
58157,156.95705,0.0
59121,120.95532,0.0
59122,121.95175,0.0
59123,122.94596,0.0
59124,123.94294,0.0
59125,124.9377,0.0
59126,125.93524,0.0
59127,126.93071,0.0
59128,127.928791,0.0
59129,128.925095,0.0
59130,129.92359,0.0
59131,130.920235,0.0
59132,131.919255,0.0
59133,132.916331,0.0
59134,133.915697,0.0
59135,134.913112,0.0
59136,135.912677,0.0
59137,136.9106792,0.0
59138,137.910754,0.0
59139,138.9089408,0.0
59140,139.9090803,0.0
59141,140.9076576,1.0
59142,141.9100496,0.0
59143,142.9108228,0.0
59144,143.9133109,0.0
59145,144.9145182,0.0
59146,145.91768,0.0
59147,146.919008,0.0
59148,147.92213,0.0
59149,148.923736,0.0
59150,149.9266765,0.0
59151,150.928309,0.0
59152,151.931553,0.0
59153,152.933904,0.0
59154,153.93753,0.0
59155,154.940509,0.0
59156,155.94464,0.0
59157,156.94789,0.0
59158,157.95241,0.0
59159,158.95589,0.0
60124,123.9522,0.0
60125,124.9489,0.0
60126,125.94311,0.0
60127,126.94038,0.0
60128,127.93525,0.0
60129,128.9331,0.0
60130,129.928506,0.0
60131,130.927248,0.0
60132,131.923321,0.0
60133,132.922348,0.0
60134,133.91879,0.0
60135,134.918181,0.0
60136,135.914976,0.0
60137,136.914562,0.0
60138,137.91195,0.0
60139,138.911954,0.0
60140,139.90955,0.0
60141,140.9096147,0.0
60142,141.907729,0.27152
60143,142.90982,0.12174
60144,143.910093,0.23798
60145,144.9125793,0.08293
60146,145.9131226,0.17189
60147,146.9161061,0.0
60148,147.9168993,0.05756
60149,148.9201548,0.0
60150,149.9209022,0.05638
60151,150.9238403,0.0
60152,151.924692,0.0
60153,152.927718,0.0
60154,153.92948,0.0
60155,154.9331357,0.0
60156,155.93508,0.0
60157,156.939386,0.0
60158,157.94197,0.0
60159,158.94653,0.0
60160,159.9494,0.0
60161,160.95428,0.0
61126,125.95792,0.0
61127,126.95192,0.0
61128,127.9487,0.0
61129,128.94323,0.0
61130,129.94053,0.0
61131,130.93567,0.0
61132,131.93384,0.0
61133,132.929782,0.0
61134,133.928353,0.0
61135,134.924823,0.0
61136,135.923585,0.0
61137,136.92048,0.0
61138,137.919548,0.0
61139,138.9168,0.0
61140,139.91604,0.0
61141,140.913555,0.0
61142,141.91289,0.0
61143,142.9109383,0.0
61144,143.9125964,0.0
61145,144.9127559,0.0
61146,145.9147024,0.0
61147,146.915145,0.0
61148,147.9174819,0.0
61149,148.9183423,0.0
61150,149.920991,0.0
61151,150.9212175,0.0
61152,151.923506,0.0
61153,152.9241567,0.0
61154,153.926472,0.0
61155,154.928137,0.0
61156,155.9311175,0.0
61157,156.9331214,0.0
61158,157.936565,0.0
61159,158.939287,0.0
61160,159.9431,0.0
61161,160.94607,0.0
61162,161.95022,0.0
61163,162.95357,0.0
62128,127.95842,0.0
62129,128.95476,0.0
62130,129.949,0.0
62131,130.94618,0.0
62132,131.94087,0.0
62133,132.93856,0.0
62134,133.93411,0.0
62135,134.93252,0.0
62136,135.928276,0.0
62137,136.926971,0.0
62138,137.923244,0.0
62139,138.922297,0.0
62140,139.918995,0.0
62141,140.9184816,0.0
62142,141.9152044,0.0
62143,142.9146353,0.0
62144,143.9120065,0.0307
62145,144.9134173,0.0
62146,145.913047,0.0
62147,146.9149044,0.1499
62148,147.9148292,0.1124
62149,148.9171921,0.1382
62150,149.9172829,0.0738
62151,150.9199398,0.0
62152,151.9197397,0.2675
62153,152.9221047,0.0
62154,153.9222169,0.2275
62155,154.9246477,0.0
62156,155.925536,0.0
62157,156.9284187,0.0
62158,157.929951,0.0
62159,158.9332172,0.0
62160,159.9353353,0.0
62161,160.9391602,0.0
62162,161.94146,0.0
62163,162.94555,0.0
62164,163.94836,0.0
62165,164.95297,0.0
63130,129.96369,0.0
63131,130.95784,0.0
63132,131.95467,0.0
63133,132.94929,0.0
63134,133.9464,0.0
63135,134.94187,0.0
63136,135.93962,0.0
63137,136.93546,0.0
63138,137.933709,0.0
63139,138.929792,0.0
63140,139.928088,0.0
63141,140.924932,0.0
63142,141.923442,0.0
63143,142.920299,0.0
63144,143.91882,0.0
63145,144.9162726,0.0
63146,145.917211,0.0
63147,146.9167527,0.0
63148,147.918089,0.0
63149,148.9179378,0.0
63150,149.9197077,0.0
63151,150.9198578,0.4781
63152,151.9217522,0.0
63153,152.921238,0.5219
63154,153.922987,0.0
63155,154.9229011,0.0
63156,155.9247605,0.0
63157,156.9254334,0.0
63158,157.927799,0.0
63159,158.9291001,0.0
63160,159.931851,0.0
63161,160.933664,0.0
63162,161.936989,0.0
63163,162.939196,0.0
63164,163.94274,0.0
63165,164.94559,0.0
63166,165.94962,0.0
63167,166.95289,0.0
64133,132.96133,0.0
64134,133.95566,0.0
64135,134.95245,0.0
64136,135.9473,0.0
64137,136.94502,0.0
64138,137.94025,0.0
64139,138.93813,0.0
64140,139.933674,0.0
64141,140.932126,0.0
64142,141.928116,0.0
64143,142.92675,0.0
64144,143.922963,0.0
64145,144.921713,0.0
64146,145.9183188,0.0
64147,146.9191014,0.0
64148,147.9181215,0.0
64149,148.9193481,0.0
64150,149.9186644,0.0
64151,150.920356,0.0
64152,151.9197995,0.002
64153,152.921758,0.0
64154,153.9208741,0.0218
64155,154.9226305,0.148
64156,155.9221312,0.2047
64157,156.9239686,0.1565
64158,157.9241123,0.2484
64159,158.926397,0.0
64160,159.9270624,0.2186
64161,160.9296775,0.0
64162,161.930993,0.0
64163,162.9341769,0.0
64164,163.93583,0.0
64165,164.93936,0.0
64166,165.94146,0.0
64167,166.94545,0.0
64168,167.94808,0.0
64169,168.9526,0.0
65135,134.96476,0.0
65136,135.96129,0.0
65137,136.95602,0.0
65138,137.95312,0.0
65139,138.94833,0.0
65140,139.94581,0.0
65141,140.94145,0.0
65142,141.93928,0.0
65143,142.935137,0.0
65144,143.933045,0.0
65145,144.92882,0.0
65146,145.927253,0.0
65147,146.9240548,0.0
65148,147.924282,0.0
65149,148.9232535,0.0
65150,149.9236649,0.0
65151,150.9231096,0.0
65152,151.924083,0.0
65153,152.9234424,0.0
65154,153.924685,0.0
65155,154.923511,0.0
65156,155.9247552,0.0
65157,156.924033,0.0
65158,157.9254209,0.0
65159,158.9253547,1.0
65160,159.9271756,0.0
65161,160.9275778,0.0
65162,161.929495,0.0
65163,162.9306547,0.0
65164,163.93336,0.0
65165,164.93498,0.0
65166,165.93786,0.0
65167,166.93996,0.0
65168,167.9434,0.0
65169,168.94597,0.0
65170,169.94984,0.0
65171,170.95273,0.0
66138,137.9625,0.0
66139,138.95959,0.0
66140,139.95402,0.0
66141,140.95128,0.0
66142,141.94619,0.0
66143,142.943994,0.0
66144,143.9392695,0.0
66145,144.937474,0.0
66146,145.9328445,0.0
66147,146.9310827,0.0
66148,147.927157,0.0
66149,148.927322,0.0
66150,149.9255933,0.0
66151,150.9261916,0.0
66152,151.9247253,0.0
66153,152.9257724,0.0
66154,153.9244293,0.0
66155,154.925759,0.0
66156,155.9242847,0.00056
66157,156.9254707,0.0
66158,157.9244159,0.00095
66159,158.925747,0.0
66160,159.9252046,0.02329
66161,160.9269405,0.18889
66162,161.9268056,0.25475
66163,162.9287383,0.24896
66164,163.9291819,0.2826
66165,164.9317105,0.0
66166,165.9328139,0.0
66167,166.935661,0.0
66168,167.93713,0.0
66169,168.94031,0.0
66170,169.94239,0.0
66171,170.94612,0.0
66172,171.94846,0.0
66173,172.95283,0.0
67140,139.96859,0.0
67141,140.96311,0.0
67142,141.96001,0.0
67143,142.95486,0.0
67144,143.9521097,0.0
67145,144.9472674,0.0
67146,145.9449935,0.0
67147,146.9401423,0.0
67148,147.937744,0.0
67149,148.933803,0.0
67150,149.933498,0.0
67151,150.9316983,0.0
67152,151.931724,0.0
67153,152.9302064,0.0
67154,153.9306068,0.0
67155,154.929104,0.0
67156,155.929706,0.0
67157,156.928254,0.0
67158,157.928946,0.0
67159,158.9277197,0.0
67160,159.928737,0.0
67161,160.9278615,0.0
67162,161.9291023,0.0
67163,162.928741,0.0
67164,163.9302403,0.0
67165,164.9303288,1.0
67166,165.9322909,0.0
67167,166.9331385,0.0
67168,167.935522,0.0
67169,168.936878,0.0
67170,169.939625,0.0
67171,170.94147,0.0
67172,171.94473,0.0
67173,172.94702,0.0
67174,173.95095,0.0
67175,174.95362,0.0
68142,141.9701,0.0
68143,142.96662,0.0
68144,143.9607,0.0
68145,144.95805,0.0
68146,145.9524184,0.0
68147,146.949964,0.0
68148,147.944735,0.0
68149,148.942306,0.0
68150,149.937916,0.0
68151,150.937449,0.0
68152,151.935057,0.0
68153,152.93508,0.0
68154,153.9327908,0.0
68155,154.9332159,0.0
68156,155.931067,0.0
68157,156.931949,0.0
68158,157.929893,0.0
68159,158.9306918,0.0
68160,159.929077,0.0
68161,160.9300046,0.0
68162,161.9287884,0.00139
68163,162.9300408,0.0
68164,163.9292088,0.01601
68165,164.9307345,0.0
68166,165.9302995,0.33503
68167,166.9320546,0.22869
68168,167.9323767,0.26978
68169,168.9345968,0.0
68170,169.9354702,0.1491
68171,170.9380357,0.0
68172,171.9393619,0.0
68173,172.9424,0.0
68174,173.94423,0.0
68175,174.94777,0.0
68176,175.94994,0.0
68177,176.95399,0.0
69144,143.97628,0.0
69145,144.97039,0.0
69146,145.96684,0.0
69147,146.9613799,0.0
69148,147.958384,0.0
69149,148.95289,0.0
69150,149.95009,0.0
69151,150.945488,0.0
69152,151.944422,0.0
69153,152.94204,0.0
69154,153.94157,0.0
69155,154.93921,0.0
69156,155.938992,0.0
69157,156.936944,0.0
69158,157.93698,0.0
69159,158.934975,0.0
69160,159.935263,0.0
69161,160.933549,0.0
69162,161.934002,0.0
69163,162.9326592,0.0
69164,163.933544,0.0
69165,164.9324431,0.0
69166,165.933561,0.0
69167,166.9328562,0.0
69168,167.9341774,0.0
69169,168.9342179,1.0
69170,169.935806,0.0
69171,170.9364339,0.0
69172,171.9384055,0.0
69173,172.9396084,0.0
69174,173.942173,0.0
69175,174.943841,0.0
69176,175.947,0.0
69177,176.94904,0.0
69178,177.95264,0.0
69179,178.95534,0.0
70148,147.96758,0.0
70149,148.96436,0.0
70150,149.95852,0.0
70151,150.9554,0.0
70152,151.95027,0.0
70153,152.94932,0.0
70154,153.946396,0.0
70155,154.945783,0.0
70156,155.942825,0.0
70157,156.942645,0.0
70158,157.9398705,0.0
70159,158.940055,0.0
70160,159.937557,0.0
70161,160.937907,0.0
70162,161.935774,0.0
70163,162.93634,0.0
70164,163.934495,0.0
70165,164.93527,0.0
70166,165.9338747,0.0
70167,166.934953,0.0
70168,167.9338896,0.00123
70169,168.9351825,0.0
70170,169.9347664,0.02982
70171,170.9363302,0.1409
70172,171.9363859,0.2168
70173,172.9382151,0.16103
70174,173.9388664,0.32026
70175,174.9412808,0.0
70176,175.9425764,0.12996
70177,176.9452656,0.0
70178,177.946651,0.0
70179,178.95004,0.0
70180,179.95212,0.0
70181,180.95589,0.0
71150,149.97355,0.0
71151,150.96768,0.0
71152,151.96412,0.0
71153,152.95875,0.0
71154,153.95736,0.0
71155,154.954321,0.0
71156,155.953033,0.0
71157,156.950127,0.0
71158,157.949316,0.0
71159,158.946636,0.0
71160,159.946033,0.0
71161,160.943572,0.0
71162,161.943283,0.0
71163,162.941179,0.0
71164,163.941339,0.0
71165,164.939407,0.0
71166,165.939859,0.0
71167,166.93827,0.0
71168,167.938736,0.0
71169,168.9376441,0.0
71170,169.938478,0.0
71171,170.937917,0.0
71172,171.9390891,0.0
71173,172.938934,0.0
71174,173.9403409,0.0
71175,174.9407752,0.97401
71176,175.9426897,0.02599
71177,176.9437615,0.0
71178,177.945958,0.0
71179,178.9473309,0.0
71180,179.949888,0.0
71181,180.95191,0.0
71182,181.95504,0.0
71183,182.957363,0.0
71184,183.96091,0.0
71185,184.96362,0.0
72153,152.97069,0.0
72154,153.96486,0.0
72155,154.96311,0.0
72156,155.95935,0.0
72157,156.95824,0.0
72158,157.954801,0.0
72159,158.953996,0.0
72160,159.950691,0.0
72161,160.950278,0.0
72162,161.9472148,0.0
72163,162.947113,0.0
72164,163.944371,0.0
72165,164.944567,0.0
72166,165.94218,0.0
72167,166.9426,0.0
72168,167.940568,0.0
72169,168.941259,0.0
72170,169.939609,0.0
72171,170.940492,0.0
72172,171.93945,0.0
72173,172.940513,0.0
72174,173.9400461,0.0016
72175,174.9415092,0.0
72176,175.9414076,0.0526
72177,176.9432277,0.186
72178,177.9437058,0.2728
72179,178.9458232,0.1362
72180,179.946557,0.3508
72181,180.9491083,0.0
72182,181.9505612,0.0
72183,182.95353,0.0
72184,183.955446,0.0
72185,184.958862,0.0
72186,185.960897,0.0
72187,186.96477,0.0
72188,187.96685,0.0
72189,188.97084,0.0
73155,154.97424,0.0
73156,155.97203,0.0
73157,156.96818,0.0
73158,157.96654,0.0
73159,158.963023,0.0
73160,159.961488,0.0
73161,160.958452,0.0
73162,161.957294,0.0
73163,162.954337,0.0
73164,163.953534,0.0
73165,164.950781,0.0
73166,165.950512,0.0
73167,166.948093,0.0
73168,167.948047,0.0
73169,168.946011,0.0
73170,169.946175,0.0
73171,170.944476,0.0
73172,171.944895,0.0
73173,172.94375,0.0
73174,173.944454,0.0
73175,174.943737,0.0
73176,175.944857,0.0
73177,176.9444795,0.0
73178,177.945678,0.0
73179,178.9459366,0.0
